time,NIT_nit
2016-01-01 00:00,138.1454
2016-01-02 00:00,138.0781748
2016-01-03 00:00,138.0109496
2016-01-04 00:00,137.9437244
2016-01-05 00:00,137.8764993
2016-01-06 00:00,137.8092741
2016-01-07 00:00,137.7420489
2016-01-08 00:00,137.6748237
2016-01-09 00:00,137.6075985
2016-01-10 00:00,137.5403733
2016-01-11 00:00,137.4731481
2016-01-12 00:00,137.405923
2016-01-13 00:00,137.3386978
2016-01-14 00:00,137.2714726
2016-01-15 00:00,137.2042474
2016-01-16 00:00,137.1370222
2016-01-17 00:00,137.069797
2016-01-18 00:00,137.0025719
2016-01-19 00:00,136.9353467
2016-01-20 00:00,136.8681215
2016-01-21 00:00,136.8008963
2016-01-22 00:00,136.7336711
2016-01-23 00:00,136.6664459
2016-01-24 00:00,136.5992207
2016-01-25 00:00,136.5319956
2016-01-26 00:00,136.4647704
2016-01-27 00:00,136.3975452
2016-01-28 00:00,136.33032
2016-01-29 00:00,136.2630948
2016-01-30 00:00,136.1958696
2016-01-31 00:00,136.1286444
2016-02-01 00:00,136.0614193
2016-02-02 00:00,135.9941941
2016-02-03 00:00,135.9269689
2016-02-04 00:00,135.8597437
2016-02-05 00:00,135.7925185
2016-02-06 00:00,135.7252933
2016-02-07 00:00,135.6580681
2016-02-08 00:00,135.590843
2016-02-09 00:00,135.5236178
2016-02-10 00:00,135.4563926
2016-02-11 00:00,135.3891674
2016-02-12 00:00,135.3219422
2016-02-13 00:00,135.254717
2016-02-14 00:00,135.1874919
2016-02-15 00:00,135.1202667
2016-02-16 00:00,135.0530415
2016-02-17 00:00,134.9858163
2016-02-18 00:00,134.9185911
2016-02-19 00:00,134.8513659
2016-02-20 00:00,134.7841407
2016-02-21 00:00,134.7169156
2016-02-22 00:00,134.6496904
2016-02-23 00:00,134.5824652
2016-02-24 00:00,134.51524
2016-02-25 00:00,134.4480148
2016-02-26 00:00,134.3807896
2016-02-27 00:00,134.3135644
2016-02-28 00:00,134.2463393
2016-02-29 00:00,134.1791141
2016-03-01 00:00,134.1118889
2016-03-02 00:00,134.0446637
2016-03-03 00:00,133.9774385
2016-03-04 00:00,133.9102133
2016-03-05 00:00,133.8429881
2016-03-06 00:00,133.775763
2016-03-07 00:00,133.7085378
2016-03-08 00:00,133.6413126
2016-03-09 00:00,133.5740874
2016-03-10 00:00,133.5068622
2016-03-11 00:00,133.439637
2016-03-12 00:00,133.3724119
2016-03-13 00:00,133.3051867
2016-03-14 00:00,133.2379615
2016-03-15 00:00,133.1707363
2016-03-16 00:00,133.1035111
2016-03-17 00:00,133.0362859
2016-03-18 00:00,132.9690607
2016-03-19 00:00,132.9018356
2016-03-20 00:00,132.8346104
2016-03-21 00:00,132.7673852
2016-03-22 00:00,132.70016
2016-03-23 00:00,132.6329348
2016-03-24 00:00,132.5657096
2016-03-25 00:00,132.4984844
2016-03-26 00:00,132.4312593
2016-03-27 00:00,132.3640341
2016-03-28 00:00,132.2968089
2016-03-29 00:00,132.2295837
2016-03-30 00:00,132.1623585
2016-03-31 00:00,132.0951333
2016-04-01 00:00,132.0279081
2016-04-02 00:00,131.960683
2016-04-03 00:00,131.8934578
2016-04-04 00:00,131.8262326
2016-04-05 00:00,131.7590074
2016-04-06 00:00,131.6917822
2016-04-07 00:00,131.624557
2016-04-08 00:00,131.5573319
2016-04-09 00:00,131.4901067
2016-04-10 00:00,131.4228815
2016-04-11 00:00,131.3556563
2016-04-12 00:00,131.2884311
2016-04-13 00:00,131.2212059
2016-04-14 00:00,131.1539807
2016-04-15 00:00,131.0867556
2016-04-16 00:00,131.0195304
2016-04-17 00:00,130.9523052
2016-04-18 00:00,130.88508
2016-04-19 00:00,130.8178548
2016-04-20 00:00,130.7506296
2016-04-21 00:00,130.6834044
2016-04-22 00:00,130.6161793
2016-04-23 00:00,130.5489541
2016-04-24 00:00,130.4817289
2016-04-25 00:00,130.4145037
2016-04-26 00:00,130.3472785
2016-04-27 00:00,130.2800533
2016-04-28 00:00,130.2128281
2016-04-29 00:00,130.145603
2016-04-30 00:00,130.0783778
2016-05-01 00:00,130.0111526
2016-05-02 00:00,129.9439274
2016-05-03 00:00,129.8767022
2016-05-04 00:00,129.809477
2016-05-05 00:00,129.7422519
2016-05-06 00:00,129.6750267
2016-05-07 00:00,129.6078015
2016-05-08 00:00,129.5405763
2016-05-09 00:00,129.4733511
2016-05-10 00:00,129.4061259
2016-05-11 00:00,129.3389007
2016-05-12 00:00,129.2716756
2016-05-13 00:00,129.2044504
2016-05-14 00:00,129.1372252
2016-05-15 00:00,129.07
2016-05-16 00:00,127.9197826
2016-05-17 00:00,126.7695652
2016-05-18 00:00,125.6193478
2016-05-19 00:00,124.4691304
2016-05-20 00:00,123.318913
2016-05-21 00:00,122.1686957
2016-05-22 00:00,121.0184783
2016-05-23 00:00,119.8682609
2016-05-24 00:00,118.7180435
2016-05-25 00:00,117.5678261
2016-05-26 00:00,116.4176087
2016-05-27 00:00,115.2673913
2016-05-28 00:00,114.1171739
2016-05-29 00:00,112.9669565
2016-05-30 00:00,111.8167391
2016-05-31 00:00,110.6665217
2016-06-01 00:00,109.5163043
2016-06-02 00:00,108.366087
2016-06-03 00:00,107.2158696
2016-06-04 00:00,106.0656522
2016-06-05 00:00,104.9154348
2016-06-06 00:00,103.7652174
2016-06-07 00:00,102.615
2016-06-08 00:00,101.4647826
2016-06-09 00:00,100.3145652
2016-06-10 00:00,99.16434783
2016-06-11 00:00,98.01413043
2016-06-12 00:00,96.86391304
2016-06-13 00:00,95.71369565
2016-06-14 00:00,94.56347826
2016-06-15 00:00,93.41326087
2016-06-16 00:00,92.26304348
2016-06-17 00:00,91.11282609
2016-06-18 00:00,89.9626087
2016-06-19 00:00,88.8123913
2016-06-20 00:00,87.66217391
2016-06-21 00:00,86.51195652
2016-06-22 00:00,85.36173913
2016-06-23 00:00,84.21152174
2016-06-24 00:00,83.06130435
2016-06-25 00:00,81.91108696
2016-06-26 00:00,80.76086957
2016-06-27 00:00,79.61065217
2016-06-28 00:00,78.46043478
2016-06-29 00:00,77.31021739
2016-06-30 00:00,76.16
2016-07-01 00:00,75.00978261
2016-07-02 00:00,73.85956522
2016-07-03 00:00,72.70934783
2016-07-04 00:00,71.55913043
2016-07-05 00:00,70.40891304
2016-07-06 00:00,69.25869565
2016-07-07 00:00,68.10847826
2016-07-08 00:00,66.95826087
2016-07-09 00:00,65.80804348
2016-07-10 00:00,64.65782609
2016-07-11 00:00,63.5076087
2016-07-12 00:00,62.3573913
2016-07-13 00:00,61.20717391
2016-07-14 00:00,60.05695652
2016-07-15 00:00,58.90673913
2016-07-16 00:00,57.75652174
2016-07-17 00:00,56.60630435
2016-07-18 00:00,55.45608696
2016-07-19 00:00,54.30586957
2016-07-20 00:00,53.15565217
2016-07-21 00:00,52.00543478
2016-07-22 00:00,50.85521739
2016-07-23 00:00,49.705
2016-07-24 00:00,48.55478261
2016-07-25 00:00,47.40456522
2016-07-26 00:00,46.25434783
2016-07-27 00:00,45.10413043
2016-07-28 00:00,43.95391304
2016-07-29 00:00,42.80369565
2016-07-30 00:00,41.65347826
2016-07-31 00:00,40.50326087
2016-08-01 00:00,39.35304348
2016-08-02 00:00,38.20282609
2016-08-03 00:00,37.0526087
2016-08-04 00:00,35.9023913
2016-08-05 00:00,34.75217391
2016-08-06 00:00,33.60195652
2016-08-07 00:00,32.45173913
2016-08-08 00:00,31.30152174
2016-08-09 00:00,30.15130435
2016-08-10 00:00,29.00108696
2016-08-11 00:00,27.85086957
2016-08-12 00:00,26.70065217
2016-08-13 00:00,25.55043478
2016-08-14 00:00,24.40021739
2016-08-15 00:00,23.25
2016-08-16 00:00,23.09643478
2016-08-17 00:00,22.94286957
2016-08-18 00:00,22.78930435
2016-08-19 00:00,22.63573913
2016-08-20 00:00,22.48217391
2016-08-21 00:00,22.3286087
2016-08-22 00:00,22.17504348
2016-08-23 00:00,22.02147826
2016-08-24 00:00,21.86791304
2016-08-25 00:00,21.71434783
2016-08-26 00:00,21.56078261
2016-08-27 00:00,21.40721739
2016-08-28 00:00,21.25365217
2016-08-29 00:00,21.10008696
2016-08-30 00:00,20.94652174
2016-08-31 00:00,20.79295652
2016-09-01 00:00,20.6393913
2016-09-02 00:00,20.48582609
2016-09-03 00:00,20.33226087
2016-09-04 00:00,20.17869565
2016-09-05 00:00,20.02513043
2016-09-06 00:00,19.87156522
2016-09-07 00:00,19.718
2016-09-08 00:00,19.56443478
2016-09-09 00:00,19.41086957
2016-09-10 00:00,19.25730435
2016-09-11 00:00,19.10373913
2016-09-12 00:00,18.95017391
2016-09-13 00:00,18.7966087
2016-09-14 00:00,18.64304348
2016-09-15 00:00,18.48947826
2016-09-16 00:00,18.33591304
2016-09-17 00:00,18.18234783
2016-09-18 00:00,18.02878261
2016-09-19 00:00,17.87521739
2016-09-20 00:00,17.72165217
2016-09-21 00:00,17.56808696
2016-09-22 00:00,17.41452174
2016-09-23 00:00,17.26095652
2016-09-24 00:00,17.1073913
2016-09-25 00:00,16.95382609
2016-09-26 00:00,16.80026087
2016-09-27 00:00,16.64669565
2016-09-28 00:00,16.49313043
2016-09-29 00:00,16.33956522
2016-09-30 00:00,16.186
2016-10-01 00:00,16.03243478
2016-10-02 00:00,15.87886957
2016-10-03 00:00,15.72530435
2016-10-04 00:00,15.57173913
2016-10-05 00:00,15.41817391
2016-10-06 00:00,15.2646087
2016-10-07 00:00,15.11104348
2016-10-08 00:00,14.95747826
2016-10-09 00:00,14.80391304
2016-10-10 00:00,14.65034783
2016-10-11 00:00,14.49678261
2016-10-12 00:00,14.34321739
2016-10-13 00:00,14.18965217
2016-10-14 00:00,14.03608696
2016-10-15 00:00,13.88252174
2016-10-16 00:00,13.72895652
2016-10-17 00:00,13.5753913
2016-10-18 00:00,13.42182609
2016-10-19 00:00,13.26826087
2016-10-20 00:00,13.11469565
2016-10-21 00:00,12.96113043
2016-10-22 00:00,12.80756522
2016-10-23 00:00,12.654
2016-10-24 00:00,12.50043478
2016-10-25 00:00,12.34686957
2016-10-26 00:00,12.19330435
2016-10-27 00:00,12.03973913
2016-10-28 00:00,11.88617391
2016-10-29 00:00,11.7326087
2016-10-30 00:00,11.57904348
2016-10-31 00:00,11.42547826
2016-11-01 00:00,11.27191304
2016-11-02 00:00,11.11834783
2016-11-03 00:00,10.96478261
2016-11-04 00:00,10.81121739
2016-11-05 00:00,10.65765217
2016-11-06 00:00,10.50408696
2016-11-07 00:00,10.35052174
2016-11-08 00:00,10.19695652
2016-11-09 00:00,10.0433913
2016-11-10 00:00,9.889826087
2016-11-11 00:00,9.73626087
2016-11-12 00:00,9.582695652
2016-11-13 00:00,9.429130435
2016-11-14 00:00,9.275565217
2016-11-15 00:00,9.122
2016-11-16 00:00,11.92685652
2016-11-17 00:00,14.73171304
2016-11-18 00:00,17.53656957
2016-11-19 00:00,20.34142609
2016-11-20 00:00,23.14628261
2016-11-21 00:00,25.95113913
2016-11-22 00:00,28.75599565
2016-11-23 00:00,31.56085217
2016-11-24 00:00,34.3657087
2016-11-25 00:00,37.17056522
2016-11-26 00:00,39.97542174
2016-11-27 00:00,42.78027826
2016-11-28 00:00,45.58513478
2016-11-29 00:00,48.3899913
2016-11-30 00:00,51.19484783
2016-12-01 00:00,53.99970435
2016-12-02 00:00,56.80456087
2016-12-03 00:00,59.60941739
2016-12-04 00:00,62.41427391
2016-12-05 00:00,65.21913043
2016-12-06 00:00,68.02398696
2016-12-07 00:00,70.82884348
2016-12-08 00:00,73.6337
2016-12-09 00:00,76.43855652
2016-12-10 00:00,79.24341304
2016-12-11 00:00,82.04826957
2016-12-12 00:00,84.85312609
2016-12-13 00:00,87.65798261
2016-12-14 00:00,90.46283913
2016-12-15 00:00,93.26769565
2016-12-16 00:00,96.07255217
2016-12-17 00:00,98.8774087
2016-12-18 00:00,101.6822652
2016-12-19 00:00,104.4871217
2016-12-20 00:00,107.2919783
2016-12-21 00:00,110.0968348
2016-12-22 00:00,112.9016913
2016-12-23 00:00,115.7065478
2016-12-24 00:00,118.5114043
2016-12-25 00:00,121.3162609
2016-12-26 00:00,124.1211174
2016-12-27 00:00,126.9259739
2016-12-28 00:00,129.7308304
2016-12-29 00:00,132.535687
2016-12-30 00:00,135.3405435
2016-12-31 00:00,138.1454
2017-01-01 00:00,138.1454
2017-01-02 00:00,138.0781748
2017-01-03 00:00,138.0109496
2017-01-04 00:00,137.9437244
2017-01-05 00:00,137.8764993
2017-01-06 00:00,137.8092741
2017-01-07 00:00,137.7420489
2017-01-08 00:00,137.6748237
2017-01-09 00:00,137.6075985
2017-01-10 00:00,137.5403733
2017-01-11 00:00,137.4731481
2017-01-12 00:00,137.405923
2017-01-13 00:00,137.3386978
2017-01-14 00:00,137.2714726
2017-01-15 00:00,137.2042474
2017-01-16 00:00,137.1370222
2017-01-17 00:00,137.069797
2017-01-18 00:00,137.0025719
2017-01-19 00:00,136.9353467
2017-01-20 00:00,136.8681215
2017-01-21 00:00,136.8008963
2017-01-22 00:00,136.7336711
2017-01-23 00:00,136.6664459
2017-01-24 00:00,136.5992207
2017-01-25 00:00,136.5319956
2017-01-26 00:00,136.4647704
2017-01-27 00:00,136.3975452
2017-01-28 00:00,136.33032
2017-01-29 00:00,136.2630948
2017-01-30 00:00,136.1958696
2017-01-31 00:00,136.1286444
2017-02-01 00:00,136.0614193
2017-02-02 00:00,135.9941941
2017-02-03 00:00,135.9269689
2017-02-04 00:00,135.8597437
2017-02-05 00:00,135.7925185
2017-02-06 00:00,135.7252933
2017-02-07 00:00,135.6580681
2017-02-08 00:00,135.590843
2017-02-09 00:00,135.5236178
2017-02-10 00:00,135.4563926
2017-02-11 00:00,135.3891674
2017-02-12 00:00,135.3219422
2017-02-13 00:00,135.254717
2017-02-14 00:00,135.1874919
2017-02-15 00:00,135.1202667
2017-02-16 00:00,135.0530415
2017-02-17 00:00,134.9858163
2017-02-18 00:00,134.9185911
2017-02-19 00:00,134.8513659
2017-02-20 00:00,134.7841407
2017-02-21 00:00,134.7169156
2017-02-22 00:00,134.6496904
2017-02-23 00:00,134.5824652
2017-02-24 00:00,134.51524
2017-02-25 00:00,134.4480148
2017-02-26 00:00,134.3807896
2017-02-27 00:00,134.3135644
2017-02-28 00:00,134.2463393
2017-03-01 00:00,134.1791141
2017-03-02 00:00,134.1118889
2017-03-03 00:00,134.0446637
2017-03-04 00:00,133.9774385
2017-03-05 00:00,133.9102133
2017-03-06 00:00,133.8429881
2017-03-07 00:00,133.775763
2017-03-08 00:00,133.7085378
2017-03-09 00:00,133.6413126
2017-03-10 00:00,133.5740874
2017-03-11 00:00,133.5068622
2017-03-12 00:00,133.439637
2017-03-13 00:00,133.3724119
2017-03-14 00:00,133.3051867
2017-03-15 00:00,133.2379615
2017-03-16 00:00,133.1707363
2017-03-17 00:00,133.1035111
2017-03-18 00:00,133.0362859
2017-03-19 00:00,132.9690607
2017-03-20 00:00,132.9018356
2017-03-21 00:00,132.8346104
2017-03-22 00:00,132.7673852
2017-03-23 00:00,132.70016
2017-03-24 00:00,132.6329348
2017-03-25 00:00,132.5657096
2017-03-26 00:00,132.4984844
2017-03-27 00:00,132.4312593
2017-03-28 00:00,132.3640341
2017-03-29 00:00,132.2968089
2017-03-30 00:00,132.2295837
2017-03-31 00:00,132.1623585
2017-04-01 00:00,132.0951333
2017-04-02 00:00,132.0279081
2017-04-03 00:00,131.960683
2017-04-04 00:00,131.8934578
2017-04-05 00:00,131.8262326
2017-04-06 00:00,131.7590074
2017-04-07 00:00,131.6917822
2017-04-08 00:00,131.624557
2017-04-09 00:00,131.5573319
2017-04-10 00:00,131.4901067
2017-04-11 00:00,131.4228815
2017-04-12 00:00,131.3556563
2017-04-13 00:00,131.2884311
2017-04-14 00:00,131.2212059
2017-04-15 00:00,131.1539807
2017-04-16 00:00,131.0867556
2017-04-17 00:00,131.0195304
2017-04-18 00:00,130.9523052
2017-04-19 00:00,130.88508
2017-04-20 00:00,130.8178548
2017-04-21 00:00,130.7506296
2017-04-22 00:00,130.6834044
2017-04-23 00:00,130.6161793
2017-04-24 00:00,130.5489541
2017-04-25 00:00,130.4817289
2017-04-26 00:00,130.4145037
2017-04-27 00:00,130.3472785
2017-04-28 00:00,130.2800533
2017-04-29 00:00,130.2128281
2017-04-30 00:00,130.145603
2017-05-01 00:00,130.0783778
2017-05-02 00:00,130.0111526
2017-05-03 00:00,129.9439274
2017-05-04 00:00,129.8767022
2017-05-05 00:00,129.809477
2017-05-06 00:00,129.7422519
2017-05-07 00:00,129.6750267
2017-05-08 00:00,129.6078015
2017-05-09 00:00,129.5405763
2017-05-10 00:00,129.4733511
2017-05-11 00:00,129.4061259
2017-05-12 00:00,129.3389007
2017-05-13 00:00,129.2716756
2017-05-14 00:00,129.2044504
2017-05-15 00:00,129.1372252
2017-05-16 00:00,129.07
2017-05-17 00:00,127.9197826
2017-05-18 00:00,126.7695652
2017-05-19 00:00,125.6193478
2017-05-20 00:00,124.4691304
2017-05-21 00:00,123.318913
2017-05-22 00:00,122.1686957
2017-05-23 00:00,121.0184783
2017-05-24 00:00,119.8682609
2017-05-25 00:00,118.7180435
2017-05-26 00:00,117.5678261
2017-05-27 00:00,116.4176087
2017-05-28 00:00,115.2673913
2017-05-29 00:00,114.1171739
2017-05-30 00:00,112.9669565
2017-05-31 00:00,111.8167391
2017-06-01 00:00,110.6665217
2017-06-02 00:00,109.5163043
2017-06-03 00:00,108.366087
2017-06-04 00:00,107.2158696
2017-06-05 00:00,106.0656522
2017-06-06 00:00,104.9154348
2017-06-07 00:00,103.7652174
2017-06-08 00:00,102.615
2017-06-09 00:00,101.4647826
2017-06-10 00:00,100.3145652
2017-06-11 00:00,99.16434783
2017-06-12 00:00,98.01413043
2017-06-13 00:00,96.86391304
2017-06-14 00:00,95.71369565
2017-06-15 00:00,94.56347826
2017-06-16 00:00,93.41326087
2017-06-17 00:00,92.26304348
2017-06-18 00:00,91.11282609
2017-06-19 00:00,89.9626087
2017-06-20 00:00,88.8123913
2017-06-21 00:00,87.66217391
2017-06-22 00:00,86.51195652
2017-06-23 00:00,85.36173913
2017-06-24 00:00,84.21152174
2017-06-25 00:00,83.06130435
2017-06-26 00:00,81.91108696
2017-06-27 00:00,80.76086957
2017-06-28 00:00,79.61065217
2017-06-29 00:00,78.46043478
2017-06-30 00:00,77.31021739
